# F3,F4,T3,T4,C1,C2
13.680,-174.425,-226.106,-151.624,-95.003,-162.455
5.510,-178.985,-228.006,-157.704,-97.093,-170.055
0.380,-179.555,-232.757,-156.944,-98.803,-174.045
-3.230,-181.455,-236.557,-160.745,-98.613,-173.095
-1.140,-182.215,-235.417,-156.754,-97.663,-165.875
-0.760,-183.355,-234.657,-155.044,-94.433,-160.174
-3.230,-186.585,-231.807,-152.574,-92.913,-160.555
3.230,-182.215,-231.426,-154.474,-90.823,-160.935
4.940,-181.455,-227.816,-154.474,-92.723,-157.134
6.650,-178.035,-221.546,-150.484,-87.782,-156.374
11.780,-178.415,-211.476,-151.244,-85.882,-159.604
17.290,-181.075,-205.206,-150.864,-88.732,-162.455
17.290,-181.645,-207.676,-153.904,-84.362,-160.365
16.150,-182.215,-207.486,-161.125,-80.372,-158.654
18.241,-181.265,-200.836,-161.885,-81.132,-159.224
