F3,F4,T3,T4,C1,C2
0.0814875,0.2507535,-0.6215067,1.3357983,-1.9852920,1.6163704
0.0541026,0.0097493,-0.9393705,1.0487057,-1.8281462,1.0877254
-0.0127960,0.6125984,-0.8145065,1.0018920,-1.9226066,1.4641827
0.1808752,0.6747034,-0.4971879,1.1762451,-2.0848730,0.7744572
0.3931726,0.0829486,-0.1726559,1.2705364,-1.8454762,0.3133642
0.0326792,0.0128510,-0.1764179,1.0250026,-1.9355320,0.6017741
0.3095022,0.0808307,-0.1137022,0.8294871,-1.7617851,1.0231564
0.5018780,-0.3323910,0.1175438,0.6117610,-2.0185094,0.0955544
-0.0077763,-1.0403541,-0.0852010,0.0746997,-1.4542558,0.5700939
0.0881979,0.3256460,0.1841840,0.7944283,-1.0731239,1.2939733
0.8125923,1.0472574,0.7509300,1.3899212,-1.2685620,0.9082795
0.7283165,0.8723931,0.4185262,1.3579606,-1.6395223,0.9061024
0.1689548,0.8922817,0.0374332,1.4070307,-2.0366657,1.4374784
-0.4458368,0.8298686,0.2392420,1.3309257,-1.6344557,1.3946186
-0.1300068,1.8983371,0.2980503,1.5882601,-1.5094506,1.1912957
-0.3033473,1.8853750,-0.6832260,1.9541860,-1.0203302,1.6819415
-0.4713870,1.9379418,-0.9960797,2.0821202,-1.0659304,1.6233927
-0.3529033,1.8525379,-0.8502638,1.8361027,-1.8266443,1.5081708
-0.2758459,2.0024760,-1.0720987,1.7806234,-1.6839455,0.9656655
-0.3598365,2.0127201,-1.3001462,1.4493194,-1.7733364,0.9814352
-0.2731446,1.6113023,-0.8999030,1.5141597,-1.8455427,1.1265832
-0.4954575,1.3517543,-0.3528143,1.6606470,-2.4585118,0.8830669
-0.6691751,1.7752012,-0.0380263,1.5810118,-1.6586211,0.7319320
-0.3778870,1.5301917,0.0711857,1.3955560,-1.7493795,0.9650906
-0.1524758,1.6740825,-0.2787477,1.0460098,-1.8736824,0.6936055
-0.6146775,1.9314889,-0.5210844,1.0886419,-1.5802712,1.4689599
-0.7675933,1.6490353,-0.6991706,1.0871364,-2.5187035,1.2298846
-0.6050822,1.7653749,-0.4348966,1.3444697,-2.3748727,0.6635771
-0.7280199,1.8582450,-0.7212291,1.0545516,-1.6118571,0.4321997
-0.8814644,1.6210250,-0.8587095,1.3054643,-1.8341087,0.7560061
-0.6202891,1.8826777,-1.4580996,1.4821709,-2.1025863,0.4738824
-0.7235157,1.5774696,-1.8739259,1.3978101,-1.4407513,0.1303284
-1.0362957,1.3172061,-2.1834881,1.4554989,-1.5934862,0.8141741
-0.7939077,1.7742859,-1.7105849,1.4733893,-1.2586292,1.0724875
-0.0627830,2.2617540,-0.9523669,1.8480990,-1.2771283,0.2687704
